,state,city,address,name,business_id
949,OH,Cleveland,4475 Rocky River Dr,Bella Pizza,t181Pejkkaos8n7HW8YYCg
950,OH,Solon,"30050 Aurora Rd, Solon",Zoup!,N3oEQ6N6c_T9_L5swRxdGw
951,OH,Cuyahoga Falls,1911 Bailey Rd,French Coffee Shop,edlXmSlEUsxm5PhDjsB0yw
952,OH,Solon,33700 Aurora Rd,Captain Tony's Pizza,c8i8rpPJkXMVyOnZe1kVFw
953,OH,Cleveland,3530 Ridge Rd,ABC Taxi Company,M5tclVg-PSf-XbSRvUG-AA
954,OH,Cleveland,11324 Euclid Ave,QDOBA Mexican Eats,dmu1wM0CRgeoTIUXFihU7Q
955,OH,Cleveland,230 W Huron Rd,Starbucks,LVjo-nTZt7FoOMBJfiKs3A
956,OH,Solon,28560 Miles Rd,Miles Farmers Market,3N6cRLLJnrFU31G66WHlfQ
957,OH,Beachwood,3725 Orange Pl,Wasabi Japanese Steakhouse,6LtbAtQKXWFj7QcqBnr6SA
958,OH,Cuyahoga Falls,420 Howe Ave,Chick-fil-A,94sh9kS5DrmK7sNRYrASfQ
959,OH,Medina,930 W Liberty St,Captain Tonys Bar and Grill,zikXPy7iaEIs9kMmhtB0EA
960,OH,Warrensville Heights,4640 Richmond Rd,Cafe Avalaun,eLYhQ_SK0KXEiREGu_PCIQ
961,OH,Cleveland,1938 Euclid Ave,Bloom Bakery at Campus District,F0TQeC2VGQDZbYjtrL3QTQ
962,OH,Cleveland,1228 Euclid Ave,Yours Truly Restaurant,uziDWXfTvCYlbQYrJT0iAQ
963,OH,Stow,3029 Graham Rd,Moe's Southwest Grill,Hgcj-_rcTfHIEbHMUpDs4w
964,OH,Cleveland,3323 W 25th St,Cedarland Mediterranean Cuisine,N6qraRI63OZgrCAmWRX92w
965,OH,Mentor,7404 Center St,J's Pizza Market,h8Nu-YUosQRb2KIUoglJcg
966,OH,University Heights,2394 Ashurst Rd,Chef Greywolf,MMVeH3KdMUaN_uziGuh5mg
967,OH,Cleveland,3329 Fulton Rd,Joe De's Favorite Pizza & Restaurant,YnvUFIZVvxsL5L4PEmWcUQ
968,OH,Aurora,7195 N Aurora Rd,McDonald's,NLOnd0990Aku1U8i3nxKgw
969,OH,Willoughby,4125 Erie St,Hook & Hoof,K6unI5ACMado5VoKID6Eng
970,OH,Beachwood,26300 Cedar Rd,The Pub Beachwood,ZiuGQHIn8NW1NztmwW98uw
971,OH,Cleveland,1061 Old River Rd,Crop Rocks,dpEE0QVbYvpbuYgXBawmDg
972,OH,Cleveland,500 W St Clair Ave,XO Prime Steaks,QJ1YpQLVuentjgTQqNqqpw
973,OH,Fairlawn,2855 W Market St,Panera Bread,BLDtcKUJ5RNIqnzadbgTOg
974,OH,Hinckley,1368 Ridge Rd,Fosters Tavern of Hinckley,l44E5TrKTo9U8xWIbSORjA
975,OH,Cleveland,6168 Broadview Rd,Rocky's Pizza,dcytjy24XmYrLtjTjgyEZA
976,OH,Cuyahoga Falls,2385 Front St,Moe's Restaurant,vEoMx8AjjPyLH7giFLpMAw
977,OH,Grafton,426 N Main St,Nancy's Main Street Diner,Q5flK4fxR2roE0aCjqF_gw
978,OH,Cleveland,11038 Bellflower Rd,Michelson & Morley,xqxRWwtyvXCWZvVUM0tepg
979,OH,Cleveland Heights,1975 Lee Rd,Clyde's Bistro,D6ux7nQ7cup0nsCFwPiKxg
980,OH,Cleveland,4848 Broadview Rd,Sabor Miami Cafe & Gallery,mXaqyzYTqiTc-LrTFAm0Yw
981,OH,Pepper Pike,30519 Pinetree Rd,Restaurant Europa,SCr8FlbHDcAe3F_QpATyfw
982,OH,Bedford Heights,25780 Miles Rd,Zeppe's Tavern & Pizzeria,mSWNf1muSy9wgGtMRgt7Fg
983,OH,Macedonia,683 E Aurora Rd,Arby's,t6ZOV444ggSYL0BaeAbx0Q
984,OH,Cleveland,1265 W 9th St,Sixth City Diner,BDgfcq9xGZFtePH0YyV9ZA
985,OH,Woodmere,3429 W Brainard,Tomaydo Tomahhdo,j15kddEJUysWMcQZxod51g
986,OH,Richmond Hts,"5115 Wilson Mills Rd, Unit 7",Hardy's Kitchen & Catering,8e5GF8w7rU6NKMPnh8JTjQ
987,OH,Cleveland,836 W St. Clair Ave,D'Vine Wine Bar,QjZFYd5hme7EHegpuJngMQ
988,OH,Cleveland,1306 W 65th St,Stone Mad Pub,wmstf9dw0-kN3YThIxx8eQ
989,OH,Streetsboro,9223 St Rte 14,Taco Bell,MAGAJsJVpyXREVdYH0OVDQ
990,OH,Cleveland,1872 W 25th St,Abc the Tavern,dAkg4Tucp7b5AIPwkqjAGg
991,OH,Broadview Heights,203 E Royalton Rd,Oggi Ristorante,MQJxekA2SN8kmoo-kiq1dw
992,OH,Brunswick,"Mapleside Farms, 294 Pearl Rd",The Orchard House,rgUXmYbYn_9twlCeyzO52Q
993,OH,Amherst,7998 Leavitt Rd,Great Steak,q1Q2n4FX0BxJXoSIOQEigw
994,OH,Garfield Heights,5143 Canal Rd,Frascati in the Valley,wOCUVoh6oDMyyAGdUZKStg
995,OH,Cleveland,7060 Denison Ave,Teriyaki Express,qx-d5K0fugvnrW5AYcTqlw
996,OH,Brook Park,14901 Snow Road,KFC,-qqMAXJh3CIlfUr7DO0yHQ
997,OH,Cuyahoga Falls,2752 Hudson Dr,Rockne's Pub,qTwl1UL-eQ85FShOsSo7RQ
998,OH,Parma,7401 W Ridgewood Dr,Antonio's,rlDuAQgXTnVcdFXeEiE53A
999,OH,Parma,5767 Ridge Rd,Barabicu Smokehouse,vv9H_J72uCKyWaWkn0N-8Q
1000,OH,Cleveland,11472 Euclid Ave,Otani Noodle,rRTz0zVbjmrEY8dEZmPJTA
1001,OH,Cleveland,1148 Main Ave,Rusty Anchor,ntds2JP29DPYp765oFqptw
1002,OH,Twinsburg,8906 Darrow Road,Taco Bell,0kgF4xewcPRTLO4RH3EPHw
1003,OH,Solon,28020 Miles Rd,The Blue Star Tavern,oc4wwBIIkxlgW2tZKPq89g
1004,OH,Parma,7475 Day Dr,Taco Bell,LdHtEVDZQhlz2N98IqcYUg
1005,OH,Cleveland,5151 Pearl Rd,White Castle,LcSbRF9yn9i5gTpYO613kg
1006,OH,North Olmsted,4641 Great Northern Blvd,Frankie's Italian Cuisine,Nqs4_gT6nKyeTOJ_rgu1mg
1007,OH,Munroe Falls,12 Munroe Falls Ave,McDonald's,GDylnjwPm2fcqT8FgG7gJg
1008,OH,Brook Park,13450 Snow Rd,Delsangro's Ristorante & Lounge,heogcbw5Gtm8pMDyF7ccoQ
1009,OH,North Olmsted,25853 Lorain Rd,Bob Evans,o3YzbfD7mmldxxnSwRLSrQ
1010,OH,Cleveland,1825 Coventry Rd,Panini's on Coventry,QMAD8tvYgh53N-AyIvFHAw
1011,OH,Cleveland,16700 Lorain Ave,Red Bar And Lounge,JdqSgTOP98XScttH-25nVA
1012,OH,Northfield,520 W Aurora Rd,Teresa's Pizza,_LLlDikUUfUgD80pQQCUFg
1013,OH,Strongsville,17885 Southpark Ctr,The Rail,IOQ7hWDbdzZgOSr2sDELoQ
1014,OH,Cleveland,5989 Canal Rd,Champps Restaurant & Bar,G63I6tTMcQDBavorYBWUSg
1015,OH,Cleveland,3730 Rocky River Dr,Gene's Place To Dine,8yZ_nBgRC3CT1RFJC6KhXA
1016,OH,Cleveland,1400 W 25th St,Massimo da Milano,1RBh8N3oGEQpu20Sq_BAwA
1017,OH,Aurora,35 E Garfield Rd,The Cabin,xzxUkHFaKnykMO4_NUy09Q
1018,OH,Willoughby,35535 Euclid Ave,Subway,J2OibefJyBtz6pHDERExng
1019,OH,Broadview Heights,1100 W Royalton Rd,Tripps Bar and Grill,EXTvdXrz6259f4GRw6W0Eg
1020,OH,Euclid,768 E 200th St,Gostilna At Knezak,xrDA2QwAEpRQJhoojWC9vg
1021,OH,Amherst,700 N Leavitt Rd,Bob Evans,U8VBmn3BpDx9udmALk2TBg
1022,OH,Amherst,150 Jefferson St,Amherst Pit BBQ and Pub,U3bSwkOIaWOwbYT3HtFZuw
1023,OH,Mantua,11697 State Rt 44,Mantua Corners Bar & Grille,HSwnY_zM-kS7zHk6f-evaA
1024,OH,Mentor,7839 Enterprise Dr,Euclid Fish Company,Q4qAYjB40J882IJ61o70Bw
1025,OH,Brook Park,14601 Snow Rd,Burger King,XOJHCTurJR--csljYSakvQ
1026,OH,Cleveland,Cleveland Airport,Sammy's Beach Bar & Grill,pnYDtPaVw_xRBHm9y0y4gg
1027,OH,Seven Hills,3001 E Ridgewood Dr,Dairy Deli,M6cqH-iwMIvOHmS-5QUf7w
1028,OH,Woodmere,28077 Chagrin Blvd,Chipotle Mexican Grill,x-tXcUgPjaP9Q0lYMBKZnQ
1029,OH,Cleveland,2203 Cornell Rd,Baricelli Inn,LD_r78sj2FLuTRZ-eHhi7A
1030,OH,Solon,32975 Aurora Rd,Mama Jo's Pizza & Wings,JSd5CfN1nlokB1tQCc4d4Q
1031,OH,Brecksville,8924 Brecksville Rd,East of Chicago Pizza,94bJeFgj0w1Y-PexwSJOHg
1032,OH,Elyria,346 Broad St,Hanini Subs & Corned Beef,K3EiAh1xFX4JEhmz9Ar2JA
1033,OH,Elyria,515 N Abbe Rd,Dave's Cosmic Subs,CgfQ-M7o6CWcW9HqGXrcPg
1034,OH,Westlake,24600 Detroit Rd,Viva Fernando,akPPfcsTD6JmIEMEC8ByYQ
1035,OH,Elyria,6935 Midway Mall,Red Lobster,jmVkdK74daUoD2_kfsCTyw
1036,OH,Lakewood,13735 Madison Ave,Khiem's Cuisine,JRWMwbkh8cPPyiSUaCqtUg
1037,OH,Cuyahoga Falls,1792 State Rd,Molly Brown's Country Cafe,JgRwtqicAcjktapynvirgg
1038,OH,Twinsburg,10683 Ravenna Rd,Tail-Gator's Grill & Pub,HGItTuxddsG3CUhrreCOmA
1039,OH,North Olmsted,498 Great Northern Mall,Auntie Anne's,yNsf85F-21wm1gLRZUg-KQ
1040,OH,Cleveland,15020 Puritas Ave,Happy's Pizza,de2E6-wKURd0RLJaq8mrTg
1041,OH,Kirtland,9209 Chillicothe Rd,The Wrap Shack & Pizzeria,70JPF-UadLtgt8nUKpVwXA
1042,OH,Mantua,10637 Main St,McDonald's,zKRLyE8FgTtzsp5zXU7G2Q
1043,OH,Avon,"35925 Detroit Rd, Ste 115",Chipotle Mexican Grill,yKShDxZcD-9UtqvtZfdWqw
1044,OH,North Ridgeville,33725 Center Ridge Rd,Fiesta Jalapeños,FI7RsrAxVdiDEuSKlYql1w
1045,OH,Cuyahoga Falls,,The Food Butler,fnFcjJkQ32wO_k8ohxHCkg
1046,OH,Strongsville,14615 Pearl Rd,McDonald's,cJCdtFwcRNiKzZELKoyw9Q
1047,OH,Kirtland,8162 Euclid Chardon Rd,Angelo's Pizzeria & Restaurant,w2_nR3p2XMWTP0J8GA_v_A
1048,OH,North Olmsted,25779 Brookpark Rd,BJ's Restaurant & Brewhouse,FnlNoLbbYtljVmte6_nZFw
1049,OH,North Royalton,6165 Royalton Rd,Royal Lunch,N7rNUtn8YqlUWWsotIBAOw
1050,OH,Cleveland,5319 Broadway Ave,Arcade Pizza,rwKSKNRKXVERaltnjVltEA
1051,OH,Mayfield Village,6675 Wilson Mills Rd,Yours Truly Restaurants,N1LjEaUVBdaOki71VZHT_g
1052,OH,Cuyahoga Falls,2097 Front St,Crave Cantina,OFaMjL9nLF-A51KHNW8nfg
1053,OH,North Olmsted,402 Great Northern Blvd,Ohio Beer Garden,7aLkFEBnL1LJmQdcuaovuQ
1054,OH,Cuyahoga Falls,3275 State Rd,Yasoo,fEzD4avBOz1NoGdKgFJKIQ
1055,OH,Lakewood,14810 Detroit Ave,Deagan's Kitchen & Bar,HQl28KMwrEKHqhFrrDqVNQ
1056,OH,Twinsburg,10683 Ravenna Rd,Greco Roman Scratch Bakery And Pizzeria,OGeEto9kyOojrR-52Lim9w
1057,OH,Wickliffe,29325 Euclid Ave,The Greek House Grille,OaTxqC5UZ-r83Tm1fcAQVg
1058,OH,Cleveland,2120 East 4th St,Harry Buffalo,QKhAME4uxgrOn-Aq3OURUQ
1059,OH,Lakewood,14412 Detroit Ave,Namaste India Garden,b4LxjVnFdOCqRKxfweaTqw
1060,OH,Painesville,1613 Mentor Ave,El Taco Macho,YBb-sAYuFv86MGfwQP5Ojg
1061,OH,Chardon,"12797 Mayfield Rd, Ste C",Capps Pizza,dllR57eag-M-GVyNt1IJlA
1062,OH,Mentor,6966 Heisley Rd,Maxim's Pizza,omgv9mbqBa20oVMApbyaxA
1063,OH,Streetsboro,9380 State Route 43,Domino's Pizza,ZUkdycNnqRowmwkiENqVTg
1064,OH,Rocky River,20668 Center Ridge Rd,King Wah,PgaHjsWV3whvHF1CHU1rZg
1065,OH,Chagrin Falls,16725 Chillicothe Rd,ML The Restaurant,dxAz1P3mzHI0wuhjAuwNzw
1066,OH,Brunswick,5282 Center Rd,East Of Chicago Pizza,8RFrcIjrpisD07ygcKwjPA
1067,OH,Cleveland,6643 Mayfield Rd,Master Pizza,rV6PwAjgpTx5Knr5lYouoQ
1068,OH,Parma,11725 Snow Rd,Taydo Vietnamese & Chinese Restaurant,UPSzbM6D2SkarWAINq1I9A
1069,OH,Cleveland,3359 W 117th St,Cleveland Grill,zRVIGRRZEw3jna2QJwLjpA
1070,OH,Fairview Park,22368 Lorain Rd,"Simply Sweet Cupcakes, Cookies & More",_GV-hbZuyQaiLZjzv-ikIw
1071,OH,Cleveland,2549 Lorain Ave,Boaz Cafe,Xg_eCdx99z5Y1oTLimniOw
1072,OH,Lakewood,11823 Detroit Ave,Bouche Bakery,J7mNWmmXI4XSL2H_dkTbbA
1073,OH,Rocky River,19304 Detroit Rd,Burntwood Tavern,7JnFDiJu9cmOr3X_az0VnA
1074,OH,Cleveland,797 E 185th St,Gus's Diner One Eight Five,olgPGh22pPVRkKw-c1ZOuA
1075,OH,Bay Village,27241 Wolf Rd,China House,-06-Fdi30wJx-JA8P7CAng
1076,OH,Brunswick,2175 Pearl Rd,Rico's Bar & Grill,APTGaAIFOabVAKvyz4SlnQ
1077,OH,Painesville,2736 N Ridge Rd,Zeppe's Pizzeria,5ZldgxED0PaudHqTyR1Q6Q
1078,OH,Medina,960 N Court St,Dickey's Barbecue Pit,BeNBXXzqyaHtNQI0mW7EMg
1079,OH,Cleveland,230  Huron Street,Hard Rock Cafe,S57rr30za_KzIUGkFqg3mw
1080,OH,Cleveland,11300 Juniper Rd,The Coffee House,VV4NAmS0KJ8A8xOcQnKB6A
1081,OH,Westlake,224 Crocker Park Blvd,Liquid Planet,OvLn9_DDhHA0U5dYBT4RIA
1082,OH,Cleveland,900 Euclid Ave,Equal Exchange Espresso Bar,OcXcAVjHoX0tTuzT5A8oww
1083,OH,Cleveland,2417 Professor Ave,Fahrenheit,MX3TL4-ij22rLFBD1XjKGw
1084,OH,Northfield,10777 Northfield Rd,Kosar's Wood-Fired Grill,q5viyMO6EtJMmmarb4YmIA
1085,OH,Euclid,19019 Euclid Ave,Famous Gyro George,XlrNXcbTuTq9V_uJsSVCYA
1086,OH,Cleveland,1150 Huron Rd E,Zaytoon Lebanese Kitchen,QYio9HySny2cMcIs8YjMCQ
1087,OH,Bedford,25575 Aurora Rd,Subway,YmXvjHhxrmv1iPAxq6koHA
1088,OH,Burton,14001 Main Market Rd,Welshfield Inn,p-7tiC02sUp1JtQNtPL31g
1089,OH,Westlake,24533 Center Ridge Rd,Hungry Howie's Pizza,b1KgvPR5WdhWwR1HRuSpVg
1090,OH,Maple Heights,15720 Broadway Ave,Ming Home,0BEaW7yAystJ2OG-S0jv-Q
1091,OH,Westlake,30610 Detroit Rd,Don Ramon Mexican Restaurant,_v7lMUtdd6WlgKUEBLA_VA
1092,OH,Berea,20850 Sheldon Rd,Donte's Restaurant & Pizza Shop,hbxMqxvQVWguUnkWXsEdxg
1093,OH,Elyria,711 Cleveland St,Rally's,-pKhASvKFolihdipQfQXyA
1094,OH,North Ridgeville,36033 Westminister Dr,Bistro 83,BnHpWFA1LuIn0bAfbiWsrw
1095,OH,Cleveland,6330 Brookpark Rd,Wendy's,gGlFPw1TFJANUl_FFmSNgA
1096,OH,Wickliffe,29954 Euclid Ave,Pizza Hut,ptAC6CT8p5Q3fohITDpKow
1097,OH,Cuyahoga Falls,2051 Portage Trl,"First Watch - Breakfast, Brunch & Lunch",-OD5KnGJk4Ld8IVa2jAuFA
1098,OH,Elyria,2500 N Ridge Rd,McCrann's Pub & Grille,03ws9oINx_BCplyoP0zkkw
1099,OH,Kent,108 S Water St,Franklin Square Deli,WvkxYyA1fXDPDyqIVn8zBQ
1100,OH,Cleveland,2529 W 10th St,Hotz's Café,XLA5RQ-Afg-OgeLhSTjabQ
1101,OH,Cleveland,11440 Euclid Ave,Chapati Indian Grill,z71cDtFTgwvT7ihsxesTzA
1102,OH,Berea,819 N Rocky River Dr,The Midway,ETTBjkzRtBuHXIRAnIpZxQ
1103,OH,Lorain,1800 W Erie Ave,Sunset Terrace at Lakeview,aaeqhe4xDfHl65fM5kBEsQ
1104,OH,Orange,28149 Miles Rd,The Village Diner,oiob4D6ukvLznGo47xSTCQ
1105,OH,North Olmsted,24409 Lorain Rd,Nuevo Acapulco,7D-ATDP9Ezr1ZehszsotOQ
1106,OH,North Olmsted,5088 Great Northern Blvd,Great Wall China Buffet,bvTyaYHXupi1c5mbs65RyQ
1107,OH,Cleveland,6535 Wilson Mills Rd,Austin's Smokin' Steakhouse,binymvD2QxETihoAmHOMSQ
1108,OH,North Royalton,13855 Ridge Rd,The 3 Spot,oRwrwDVRn1QqE2-03DGwAQ
1109,OH,Parma,5870 Ridge Rd,Sittoo's Pita & Salads,osaAof7PCiXg6GRdUjL6mQ
1110,OH,Cleveland,2767 Euclid Heights Blvd,The Dog House,qeJ8OUASkd0KQ1oEN3P--w
1111,OH,North Olmsted,26086 Brookpark Rd,Panera Bread,Fkckopw1GL4cQzh9Buv6DA
1112,OH,Strongsville,14751 Pearl Rd,Bilo's Bar N' Grill,HzPvC66nuCMdyLv7taqyzA
1113,OH,Strongsville,17090 Royalton Rd,Panera Bread,ZkgijJ3jiVb1H9K26UhGdA
1114,OH,Solon,6200 Enterprise Pkwy,Jimmy Daddona's,UirWbEXBYqw9cE63Ph-Png
1115,OH,Cleveland,11075 E Blvd,Munch Vegetarian Kitchen,51w8nETUAMrTNQtuH9dZYw
1116,OH,Solon,6100 Som Center Rd,Bob Evans,FRO273Rl9D9AVJZE80m35w
1117,OH,Westlake,184 Crocker Park Blvd,Nathans,kdwL8bcqFKtYM3KFaB__IA
1118,OH,Twinsburg,2533 E Aurora Rd,McDonald's,MjnBl6SHlH_C4toLMk7bGw
1119,OH,Stow,"4338 Kent Rd, Unit 400",Chipotle Mexican Grill,EBu_FnM4yAZFKRM6ZE_zNw
1120,OH,Cleveland,1616 W 25th St,Kan Zaman,VMcUG1dw4ldI_ldA2lGyEA
1121,OH,Westlake,30610 Detroit Rd,El Rodeo,z58nyUVyDV-vC7nXFfvR5g
1122,OH,Hudson,5100 Darrow Rd,The Malted Meeple,iYdJGoTt3i2UTOnj6zzUYQ
1123,OH,Brecksville,7600 Chippewa Rd,The Courtyard Cafe,hyyy_yFDI3CJJaG3uROGBA
1124,OH,Beachwood,"Nordstrom, 26200 Cedar Rd",Nordstrom Grill,qQEKaYgD-FEixgSO3uzvcg
1125,OH,Lakewood,11822 Detroit Ave,Maria's Italian Restaurant,AtIpJ9Jhhw_xXIA_s9pxhw
1126,OH,Cuyahoga Falls,1787 State Rd,McDonald's,C8jxaI_NmVpINEy0JquNZw
1127,OH,Cleveland,9717 Lorain Ave,B & J's Corned Beef Shoppe & Deli,aL8D2ko6lQ3oGGFeCqSPOw
1128,OH,North Ridgeville,32652 Center Ridge Rd,Nino's Italian Restaurant,MJHSWSh9Ixusz8t_VdL3qA
1129,OH,Elyria,5041 Abbe Rd,Pizza Hut,00J65e-ewht6GZ9fXZdP1w
1130,OH,South Euclid,1936 S Green Rd,Sanctuary on Green,-EwVs_4fsdWoHebCOa6_FA
1131,OH,Willowick,34659 Vine St,Mama Primozz Pizza,EFq1p7Nm1SkCqT2RQWI67A
1132,OH,Brooklyn,5020 Tiedeman Rd,Buffalo Wild Wings,kJKT12GTi5rQ4YTkzAaIDg
1133,OH,Mentor,7079 Lake Shore Blvd,New Town Grill & Tavern,On-pcs9mLEUSb0Lx_7eDBw
1134,OH,Mentor,9575 Diamond Centre Dr,Dairy Queen,aOyAwLETME9GlxtrsIQnJA
1135,OH,North Ridgeville,32650 Lorain Rd,Aces Grille - North Ridgeville,GnJwQObGXwR7Sly6Bul0EQ
1136,OH,Brook Park,17021 Brookpark Rd,Fastbacks Brewhouse & Grill,gkdM38VqcyRd1HVP7nuYOg
1137,OH,Cleveland,2927 Bridge Ave,Heck's Cafe,6g8S6V0iyYu6QMvt0QfIqA
1138,OH,Bedford,84 Broadway Ave,Chris' Family Restaurant,aPoXViCiWwfPVTgz8d1WYA
1139,OH,Stow,4050 Fishcreek Rd,Wing Warehouse,GOODyMG5DB_wWxYOjS08oA
1140,OH,Strongsville,20906 Drake Rd,King Dragon,Ny7Y1Rlhwi5n4LHIpUA21g
1141,OH,Munroe Falls,"20 N Main St, Ste A",Cupcake Binge!,vHkWwZ7irzEmmHxfkSK0GQ
1142,OH,Cleveland,2100 Superior Via,Ponte Vecchio,8CRoFhyVzple6ji3S1_L-A
1143,OH,Lakewood,11922 Madison Ave,East End Bistro & Pub,g-WBJAk-Ep-OZI23bImrLw
1144,OH,Cleveland,"55 Erieview Plz, Ste 130",Al's Deli,lYppFHq_lmKLfUtQBFOheg
1145,OH,Stow,4360 Kent Rd,El Campesino,xzGe1EkD9FJH0dN7QnyqBQ
1146,OH,Avon,36962 Detroit Rd,Crystalina's Pizzeria,3f7N7QDKdwVMKQWC0enPcw
1147,OH,Medina,203 Lafayette Rd,Gionino's Pizzeria,f9Zexqhn3Kddt8H5OhcokA
1148,OH,Bedford,4 Center Rd,Burger King,WY42DgmUoYk1037gssAkxA
1149,OH,Eastlake,35583 Lake Shore Blvd,Gracie's Diner,rdGTFCzqtIOSsgpA8KR68w
1150,OH,Fairlawn,2717 W Market St,House of Hunan,zG3GJiIrF01bwgP0tQdkZg
1151,OH,Amherst,7660 Leavitt Rd,Moosehead Grill,vWKx7aOkg1wYjMBF57jFrw
1152,OH,Cleveland,3314 Warren Rd,The Third Place,QjEob2WSROiBPVjh0-BfxQ
1153,OH,Aurora,199 W Garfield Rd,McDonald's,7dnXdS-vLMqGogRmTUi76A
1154,OH,Lyndhurst,24519 Cedar Road,Granite City Food & Brewery,h58IV-LbmpycdzlwVhUhgw
1155,OH,Mentor,8450 Market St,Branding Iron Cook House,e8otDyZGM60F5Js1Ew1m5Q
1156,OH,Westlake,26285 Detroit Rd,D'Italia,7hIl2AOZl6Zfr2fAojpeRw
1157,OH,Mayfield Heights,5876 Mayfield Rd,Pulp Juice and Smoothie Bar,Ti9qe7c08wWfeSimdqlI3Q
1158,OH,Cleveland,1405 E 9th St,Captain Tony's Pizza & Pasta,P3LC20iTwxv7CicqgNUXzA
1159,OH,Cleveland,2061 W 10th St,Fat Cats,ZRLmQ3oAuspAkk5R6BOfyg
1160,OH,Cleveland,691 Richmond Rd,Sub City,_y6D2jXsM5S7hWHcIy2NoQ
1161,OH,Parma,5513 Pearl Rd,"Raxx Burgers, Brews, and Cues",ptyswTvKUS27RgNSypk50Q
1162,OH,Stow,1646 Norton Rd,Tong-Tong Chinese Restaurant,IXP6VfjiUFIRiRbZjeUulw
1163,OH,Strongsville,19616 W 130th St,Master Italian Pizzeria,wYu0UtELaqY4FE48PWl4bQ
1164,OH,Strongsville,"17917 Southpark Ctr, Ste 130",CoreLife Eatery,hun1IpoFPWs7zoYyr_JtoQ
1165,OH,Middlefield,14964 S State Ave,Plaza Freeze & Linda's Restaurant,UIpxJVHnqXG3PN4RCguY6A
1166,OH,Cleveland Heights,2096 S Taylor Rd,Cafe Tandoor,VdnqeZXVfTRYB_ASLp8umg
1167,OH,Mentor,7357 Lake Shore Blvd,Hunan Lake Chinese Restaurant,xahtvkGLbwU___3GMqmWUw
1168,OH,Cleveland,2901 Euclid Ave,Coffee Bean Cafe & Bakery,7OaW_FuiE6jObsoCBDw7gg
1169,OH,Middleburg Heights,18324 Bagley Rd,Panera Bread,BYRGHW3nUd1KG3D3RUvaxw
1170,OH,Cleveland,1988 Noble Rd,Columbo Room,x3nZVmEyXIYu3z5_dfbvTQ
1171,OH,Parma Heights,6698 Pearl Road,Taco Bell,QdO3ofR2axJJp92O0GYQ0g
1172,OH,Kent,132 S Water St,Water Street Tavern,QS39I4SWgRzc5vR16CHYxw
1173,OH,Cleveland,5993 Mayfield Rd,Arby's,lbUKEN7XVdD_FEF61TlQeA
1174,OH,Cleveland,12459 Cedar Rd,Buffalo Wild Wings,eBoRFMm14n6Bte5vJIaeSg
1175,OH,Mentor,7635 Mentor Ave,Wendy's,t-EcsRa2ihCBNTD_-wPDaA
1176,OH,Mentor,9385 Mentor Ave,Ruko's Family Restaurant,DGakc3ULRN9QmypdDOSu3Q
1177,OH,Mentor,7701 Reynolds Rd,Krave Restaurant & Bar,1ogvimeoaaGcQswzX-90dQ
1178,OH,Cleveland,13942 Cedar Rd,Georgio's Oven Fresh Pizza,9UH89MK29yaYa5BV95kcHg
1179,OH,Cleveland,230 W Huron Rd,Sakkio Japan,CpGUTcon4cwFxerQUcA22A
1180,OH,Burton,12891 Main Market Rd,Blazin Bills,oozIL8eYhtkvdhOhoa7Lfw
1181,OH,Westlake,184 Crocker Park Blvd,Karl's Corned Beef & More,2w0QDDxHUj8qlGHmW5SasQ
1182,OH,Independence,6750 Rockside Road,Red Robin Gourmet Burgers,daLUceDcNHEIxLHObOH18g
1183,OH,Medina,1029 N Court St,Mr Hero,esY3e2Uugs39MEFHTOdYHQ
1184,OH,Parma,7431 Ridge Rd,Maya Mexican,lBgH5QveRunGHsBS6rj5iw
1185,OH,Strongsville,10917 Prospect Rd,Empire Wok Chinese Carry Out,jIujTHt4Mr-ygwpBDGHmFg
1186,OH,Cleveland,1276 W 6th St,Holy Craft!,UeKaHOLZATrb1H-XW3AiFQ
1187,OH,Northfield,"500 W Aurora Rd, Ste 205",Mexico Viejo,pxlyZBLh0NhfLhMU7-hrlg
1188,OH,Cleveland,801 W Superior Ave,strEat Mobile Bistro,aOvEr1tluvkmwZjpzfxBAg
1189,OH,Mentor,8807 Mentor Ave,Crusin' Fifty's Diner,i09hSWEW2Sx3S7ZtsAG1Pw
1190,OH,Strongsville,15147 Pearl Rd,Cleats-Strongsville,g2lCNg_IM8_0I7K-jafRVQ
1191,OH,Strongsville,19608 W 130th St,Europeans Best Bakery & More,uQ-tZhhl4St_NztpCLOWsQ
1192,OH,Cleveland,"3710 Payne Ave, Ste 110",Han Chinese Kabob & Grill,cXmlv2WBzuB6JLMhaCvLuQ
1193,OH,Willoughby,4127 Erie St,Crepes In the City,R4oKXgcfiIRjXmBGrim-Mw
1194,OH,Stow,"3226 Kent Rd, Ste 101",Good to Go In Stow,b0UpHI-rDVKXL1_L4kwjkQ
1195,OH,Stow,3489 Hudson Dr,Bob Evans,3pfAT4rgf8MmnoAPhkcU3A
1196,OH,Brunswick,"3362 Center Rd, Ste E-30B",Chipotle Mexican Grill,ZdXyo2i6IKtxUOokUlxecA
1197,OH,Stow,3707 Darrow Rd,Marco's Pizza,JdQNxOiUFt0r2NN__rKnOw
1198,OH,Cleveland,417 Prospect Ave E,Red The Steakhouse,fja2EnaSxKu1D7uctMhw-w
1199,OH,Solon,33587 Aurora Rd,The Tavern of Solon,nR8IBbXUJ8hz2d-zucq3fA
